rank,aclj.org,advocate.com,alternet.org,americannews.com,americanthinker.com,billmoyers.com,bizpacreview.com,blackamericaweb.com,bluenationreview.com,breitbart.com,charismanews.com,commondreams.org,conservativepost.com,conservativetribune.com,dailycaller.com,dailykos.com,dailysignal.com,democracynow.org,ecowatch.com,forwardprogressives.com,freebeacon.com,globalgrind.com,gopthedailydose.com,grist.org,headlinepolitics.com,hotair.com,ifyouonlynews.com,ijr.com,infowars.com,investors.com,legalinsurrection.com,lgbtqnation.com,libertynews.com,lifenews.com,{lifesitenews.com},lifesitenews.com,lifezette.com,lovebscott.com,madamenoire.com,madworldnews.com,mediamatters.org,mic.com,motherjones.com,nationalreview.com,nation.foxnews.com,newrepublic.com,newsone.com,occupydemocrats.com,pamelageller.com,pjmedia.com,politicususa.com,radio.foxnews.com,redstate.com,reverbpress.com,rightwingwatch.org,{rushlimbaugh.com},rushlimbaugh.com,salon.com,slate.com,sonsoflibertymedia.com,takepart.com,talkingpointsmemo.com,tampabay.com,teaparty.org,theblaze.com,thegatewaypundit.com,thegrio.com,thenation.com,thenewcivilrightsmovement.com,thepoliticalinsider.com,theroot.com,thinkprogress.org,townhall.com,trofire.com,truthdig.com,truth-out.org,twitchy.com,washingtonexaminer.com,{weeklystandard.com},weeklystandard.com,westernjournalism.com,{wnd.com},wnd.com,youngcons.com,terms,tfidf
589,4,86,15,1,36,5,8,3,0,22,77,9,3,15,7,10,5,23,4,2,10,2,1,4,3,0,6,4,4,1,4,55,0,36,0,105,8,0,1,12,7,10,7,24,2,8,0,0,5,22,12,1,7,5,11,0,2,2,13,32,6,12,15,20,11,14,3,2,32,5,3,14,14,7,6,8,3,21,0,8,12,0,50,8,roman_catholic,0.0146381503211
590,5,22,54,1,44,10,24,5,2,24,12,41,3,21,18,20,6,22,7,2,16,4,5,8,5,15,12,10,7,2,6,9,0,15,0,15,17,2,6,36,10,15,11,48,3,26,3,8,7,8,15,0,25,14,3,0,9,4,109,10,10,18,18,41,13,3,3,11,10,6,6,34,19,8,18,38,2,51,0,19,31,0,17,7,became_clear,0.0146148039889
591,0,10,19,2,6,3,39,2,0,56,6,9,2,9,26,15,3,0,1,7,20,4,4,0,11,0,16,17,16,0,1,1,0,1,0,6,14,2,1,16,22,19,12,5,5,4,8,2,1,15,8,0,14,13,2,0,0,0,25,37,3,29,9,21,21,13,2,1,21,25,2,17,11,5,3,4,56,26,0,1,39,0,7,72,active_shooter,0.0145681113244
592,0,0,34,1,132,6,16,0,1,77,0,8,0,10,56,24,3,15,0,5,0,0,5,1,0,14,19,7,4,0,2,0,0,0,0,0,6,0,0,3,70,6,37,72,8,12,9,1,1,4,36,0,6,14,22,0,8,0,49,19,2,86,6,6,11,13,3,3,2,1,8,79,4,9,7,6,3,66,0,12,31,0,17,4,birthright_citizenship,0.0145214186599
593,1,12,55,2,23,10,5,0,1,14,261,3,4,12,6,12,1,5,0,9,4,1,1,0,3,12,10,4,2,1,0,5,0,7,0,28,0,0,0,14,4,11,5,6,3,7,0,2,2,18,65,0,10,22,40,0,7,0,17,34,1,5,4,1,30,0,0,2,16,2,1,3,24,8,13,4,1,2,0,1,11,0,60,5,old_testament,0.0145214186599
594,0,3,3,0,67,1,3,0,0,6,50,0,0,2,2,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,7,0,0,0,280,1,0,0,4,3,2,0,9,2,3,0,0,0,1,2,0,21,1,31,0,8,0,3,58,0,2,0,3,1,0,0,0,7,1,0,1,2,2,0,0,0,0,0,0,35,0,59,3,homosexual_marriage,0.0145214186599
595,0,9,62,2,84,7,14,0,1,33,34,48,9,17,12,17,4,38,69,0,12,3,1,22,5,6,16,4,17,20,2,4,0,71,0,14,15,0,12,14,5,24,9,15,5,20,2,0,7,10,1,0,4,10,6,0,4,2,57,69,48,4,27,27,8,2,2,7,3,4,14,37,2,5,43,72,3,29,0,3,6,0,25,9,south_america,0.0145214186599
596,1,12,42,2,96,7,7,8,0,55,26,22,5,19,22,21,8,21,1,35,8,1,13,1,4,2,22,1,19,2,3,5,0,15,0,16,5,0,1,16,29,9,6,28,1,11,3,6,15,5,27,0,10,16,66,0,8,0,26,80,2,26,3,16,10,5,7,6,16,7,6,24,13,9,18,24,2,16,0,9,16,0,27,9,nazi_germany,0.0145214186599
597,5,0,14,10,20,1,21,0,0,32,8,5,18,7,26,4,9,2,2,3,26,0,7,0,12,2,1,22,27,0,4,0,0,0,0,2,6,0,0,27,11,1,6,13,2,2,1,0,41,9,1,1,7,4,18,0,4,0,9,30,0,2,0,31,8,25,0,1,3,35,0,11,10,0,1,2,7,13,0,3,46,0,32,13,isis_terrorists,0.0144980723276
598,0,0,22,0,14,7,18,1,0,127,3,85,2,0,3,9,7,0,7,2,2,0,8,4,4,8,6,8,0,0,3,0,0,5,0,0,0,0,0,1,17,80,2,1,7,0,4,8,0,71,80,0,2,3,0,0,4,0,0,3,0,312,2,97,2,7,2,1,0,8,12,182,53,40,10,13,0,105,0,3,23,0,2,19,sen_bernie_sanders_i-vt,0.0144747259954
599,1,13,42,4,64,29,16,3,1,37,12,28,5,14,19,23,6,14,2,5,3,0,3,3,5,11,15,6,9,1,4,5,0,18,0,25,11,2,3,14,6,3,12,72,5,14,6,9,4,11,26,1,14,9,12,0,5,2,29,30,3,9,0,23,14,5,4,5,17,7,6,14,19,5,26,15,9,22,0,34,21,0,23,13,fellow_citizens,0.0144747259954
600,2,14,53,2,15,4,19,19,0,38,22,12,7,35,29,26,9,34,20,5,8,8,8,19,3,12,9,10,5,11,2,1,0,27,0,18,6,9,60,40,12,29,29,4,4,4,9,0,13,15,7,4,12,4,1,0,36,3,105,17,25,11,55,35,29,13,9,4,7,7,17,20,9,5,9,21,17,19,0,6,22,0,19,11,10_minutes,0.0144747259954
601,11,8,26,7,42,11,19,1,3,52,11,27,9,19,16,21,5,10,3,4,3,0,5,5,11,7,30,12,5,0,5,3,0,8,0,4,10,4,5,33,7,3,8,27,15,3,5,5,9,14,24,0,19,20,6,0,2,0,15,35,3,9,4,31,10,8,2,0,6,10,3,8,28,2,15,13,3,21,0,12,21,0,42,19,fellow_americans,0.0144747259954
602,26,5,21,4,35,5,23,0,4,39,2,39,4,7,37,13,15,21,0,7,14,1,3,0,4,15,12,10,16,0,4,1,0,0,0,4,6,0,0,12,14,6,13,31,6,9,3,1,5,21,41,4,12,5,4,0,4,0,32,13,0,6,1,32,9,8,1,14,9,19,0,20,33,5,12,16,35,30,0,15,27,0,21,14,defeat_isis,0.0144513796631
603,0,13,17,10,14,2,23,13,0,53,11,3,10,37,19,10,6,17,1,1,6,30,10,1,2,8,15,17,2,0,5,9,0,32,0,9,5,5,10,101,4,7,7,1,4,3,41,1,57,4,0,1,3,7,3,0,0,0,18,11,6,12,14,23,26,24,29,0,6,5,41,17,6,4,6,8,8,7,0,0,28,0,14,16,attempted_murder,0.0144280333309
604,2,14,45,3,36,23,20,8,0,44,16,63,4,5,35,32,13,38,45,5,33,4,6,16,4,9,23,9,7,31,4,11,0,30,0,18,16,2,5,10,24,16,23,25,2,13,8,3,10,8,24,0,9,9,3,0,5,3,55,28,33,16,28,47,9,0,4,8,7,7,9,62,15,4,20,60,6,30,0,9,16,0,28,9,since_2010,0.0144280333309
605,0,9,19,4,36,12,13,6,0,15,7,27,3,4,59,15,27,16,5,2,41,3,3,1,3,10,8,2,7,23,1,6,0,39,0,30,7,1,3,3,27,5,8,20,2,10,11,3,8,11,11,0,14,8,7,0,0,1,32,10,6,32,35,90,8,11,1,2,7,7,6,39,12,6,14,38,4,41,0,7,12,0,14,9,general_counsel,0.0144046869986
606,3,3,7,4,72,0,25,0,0,22,0,14,7,17,39,1,0,11,1,1,23,0,5,1,8,23,2,4,8,3,9,6,1,0,0,0,7,0,0,7,20,4,8,43,6,2,0,3,6,9,1,0,13,2,1,0,20,2,11,11,0,6,2,57,5,3,0,0,0,16,1,10,28,0,8,4,16,41,0,6,26,0,21,2,classified_documents,0.0143813406664
607,0,18,42,3,18,1,19,23,0,46,21,21,11,30,31,17,0,28,3,2,25,6,6,2,4,8,5,7,6,3,4,12,0,13,0,12,2,3,8,56,8,12,8,4,5,5,6,1,24,7,4,2,3,5,14,0,1,3,33,9,4,77,19,28,41,29,26,0,4,8,15,16,7,10,11,4,5,26,0,3,25,0,51,13,posted_online,0.0143813406664
608,3,2,40,6,35,9,9,0,0,25,5,54,8,28,34,12,3,46,0,0,100,0,1,0,4,9,3,5,16,7,8,1,0,0,0,1,3,0,0,7,10,0,9,18,3,8,1,1,4,4,7,2,17,7,3,0,6,0,12,29,1,3,0,49,4,3,1,12,9,10,1,3,19,3,15,20,5,56,0,20,20,0,18,11,joint_chiefs,0.0143579943341
609,1,11,28,4,26,16,22,2,0,43,13,37,3,13,34,31,6,65,13,5,17,8,5,12,4,7,11,4,3,4,9,9,0,7,0,33,12,4,11,4,15,11,10,22,8,9,13,3,4,14,29,0,14,4,6,0,13,0,31,14,6,26,22,50,12,11,6,7,14,13,9,42,16,11,15,23,5,49,0,15,35,0,34,12,go_forward,0.0143579943341
610,2,1,4,0,29,2,14,0,0,21,6,2,4,7,34,6,10,1,0,14,5,0,1,1,5,6,29,11,2,0,8,0,0,214,0,60,2,0,0,6,15,0,8,28,6,4,0,2,0,12,24,1,7,11,5,0,5,0,4,14,0,5,1,3,4,1,0,3,16,8,0,4,10,13,3,4,16,23,0,4,3,0,3,19,planned_parenthood_videos,0.0143346480019
611,0,13,29,1,28,8,13,4,11,48,22,21,0,15,36,13,2,20,13,1,29,3,4,4,1,11,8,6,15,40,5,2,1,11,0,23,8,5,7,2,15,10,25,20,5,12,7,0,13,7,3,3,13,11,2,0,15,0,28,13,17,11,29,54,9,9,6,7,11,6,16,48,15,3,10,25,12,27,0,8,33,0,16,15,last_august,0.0143346480019
612,0,17,31,4,23,33,23,6,1,19,5,7,3,13,20,33,3,83,3,11,5,11,1,6,7,10,25,5,8,2,3,4,0,19,0,14,5,6,53,10,13,12,18,11,5,6,0,1,2,5,10,1,33,10,2,0,140,1,70,11,8,9,18,30,8,2,6,2,3,9,13,13,12,3,10,19,88,13,0,4,8,0,9,19,oh_yeah,0.0142879553374
613,2,6,53,0,24,10,8,3,3,19,10,20,3,25,14,16,4,3,23,0,6,11,1,16,3,15,15,21,3,16,4,6,0,18,0,19,9,5,8,249,15,15,11,18,0,8,12,3,1,3,1,2,10,17,1,0,3,1,66,7,7,7,16,21,11,5,4,2,3,3,13,16,3,16,22,30,5,13,0,8,9,0,14,2,closer_look,0.0142646090051
614,0,2,19,0,30,28,33,0,1,53,3,28,0,5,5,35,3,3,1,3,5,0,1,2,8,24,2,0,5,0,2,0,0,0,0,1,19,0,0,0,0,5,16,41,3,4,5,1,0,8,8,0,55,8,0,0,3,1,31,7,1,14,11,133,6,11,0,4,1,3,7,17,15,8,12,12,3,76,0,22,14,0,9,4,congressional_districts,0.0142412626729
615,4,1,22,1,18,10,7,1,1,11,2,7,2,6,4,4,8,9,3,1,5,1,0,8,2,12,12,7,4,10,2,1,0,361,0,12,4,3,11,21,4,2,7,11,0,11,1,1,0,4,1,1,15,3,0,0,4,0,37,14,6,2,8,6,4,1,3,0,2,1,2,7,6,4,7,14,4,16,0,4,5,0,2,9,little_better,0.0142412626729
616,3,2,3,0,11,1,6,0,0,13,0,9,1,13,8,5,3,5,0,1,55,0,4,0,1,6,0,2,6,1,0,2,0,1,0,2,2,0,1,3,14,0,2,6,0,1,0,0,7,21,4,3,4,0,3,0,0,0,5,8,1,5,1,15,3,1,1,5,2,7,0,6,9,0,3,9,0,352,0,7,12,0,10,4,house_armed_services_committee,0.0142412626729
617,0,0,57,2,101,18,11,0,0,23,2,30,3,15,8,9,4,17,1,0,20,0,3,1,6,8,6,0,15,0,2,0,0,1,0,10,13,0,1,6,7,7,2,102,2,32,0,0,1,8,4,1,8,3,8,0,27,1,38,30,0,7,0,15,5,1,2,9,0,10,2,6,43,0,7,64,1,13,0,22,8,0,46,13,welfare_state,0.0142179163406
618,0,8,14,0,15,3,22,0,0,48,3,18,5,7,26,8,0,11,1,2,27,2,1,2,6,13,10,4,2,0,5,3,0,6,0,1,25,0,3,3,12,33,14,21,13,5,10,15,0,9,28,2,8,8,2,0,1,0,14,7,0,8,5,94,45,4,1,4,7,6,9,14,31,1,8,1,5,99,0,7,21,0,5,11,presumptive_democratic_nominee,0.0141945700084
619,0,2,1,0,3,0,119,1,0,17,1,9,0,7,35,3,0,0,0,0,1,5,8,1,0,19,16,0,6,0,0,9,0,6,0,12,0,18,0,4,0,0,3,1,0,1,13,3,10,12,9,0,4,8,0,0,0,0,3,1,0,8,0,23,4,10,3,0,15,2,10,0,10,0,7,1,253,5,0,0,17,0,1,16,september_6_2016,0.0141712236761
620,0,9,12,19,5,1,56,10,0,51,8,15,11,52,48,7,2,0,1,0,4,5,11,0,8,1,5,1,0,1,0,4,0,0,0,1,0,2,3,23,0,25,2,10,7,1,21,6,0,7,0,1,5,3,1,0,6,2,13,4,0,5,4,50,27,13,23,8,3,17,44,27,12,2,12,6,11,17,0,3,54,0,9,52,san_francisco_49ers,0.0141712236761
621,2,2,10,1,14,1,50,4,1,53,6,12,1,17,20,9,0,0,7,0,10,3,3,3,1,16,3,2,6,17,6,1,0,15,0,31,3,0,1,3,58,8,10,31,3,4,2,0,9,11,8,0,4,13,1,0,1,1,25,5,4,22,9,16,18,4,3,0,7,9,4,16,20,0,2,16,131,24,0,9,17,0,10,8,march_10,0.0141712236761
622,2,7,43,3,52,11,16,8,2,37,8,31,1,24,27,26,3,17,15,68,9,3,3,6,9,9,19,4,11,7,10,4,0,18,0,15,9,4,25,55,12,22,7,32,2,22,5,9,10,6,49,1,23,24,3,0,14,4,50,21,10,1,15,34,11,4,7,7,6,5,8,28,9,21,20,51,8,25,0,15,14,0,12,29,well_aware,0.0141712236761
623,0,3,39,2,57,6,31,1,1,85,14,16,6,24,13,12,1,28,2,3,2,3,6,10,6,5,18,3,29,0,1,2,0,2,0,3,21,0,7,5,12,23,7,20,9,10,13,6,2,6,17,0,12,3,9,0,12,12,22,14,2,14,7,59,11,1,7,8,10,6,13,24,28,3,17,7,4,19,0,9,32,0,40,5,inner_cities,0.0141245310116
624,0,16,14,10,12,9,51,20,1,39,0,10,24,33,34,18,3,15,4,10,9,126,10,8,13,17,24,6,2,0,9,11,0,31,0,4,5,90,106,43,0,3,1,8,1,4,21,2,4,8,20,2,26,15,3,0,0,5,71,22,6,3,6,12,11,7,33,3,6,25,39,26,7,6,11,1,30,0,0,0,20,0,16,51,cant_wait,0.0141245310116
625,2,3,19,2,57,3,10,1,0,48,19,18,4,19,31,5,5,12,8,1,29,0,12,3,4,7,2,2,7,0,4,2,1,2,0,23,4,0,3,74,5,6,5,9,3,6,0,0,43,11,1,1,5,8,3,0,1,0,13,26,11,4,0,26,4,10,1,2,1,8,0,11,8,2,14,19,1,20,0,4,13,0,38,7,western_countries,0.0141011846794
626,0,0,1,0,3,0,73,0,0,20,0,1,1,5,30,9,4,0,0,0,1,4,0,0,0,14,12,0,13,0,0,1,0,0,0,10,0,0,0,0,7,0,5,1,0,4,6,5,4,0,8,1,8,3,0,0,0,0,10,0,0,14,0,66,22,14,7,0,18,7,3,0,9,0,6,2,242,7,0,0,33,0,0,16,september_1_2016,0.0141011846794
627,4,4,23,0,28,1,13,4,1,71,4,11,6,14,27,18,4,0,12,0,12,2,7,3,12,38,10,8,19,6,8,5,0,16,0,25,2,3,6,6,23,10,5,3,2,6,2,3,9,3,13,4,44,9,4,0,3,0,13,21,1,31,7,48,12,6,15,4,8,4,2,45,10,2,4,12,8,38,0,5,31,0,4,19,high_profile,0.0141011846794
628,0,14,59,2,17,16,23,2,2,43,18,43,1,14,45,26,6,3,16,5,21,0,0,16,4,17,12,4,3,0,2,6,0,18,0,6,31,1,6,2,10,1,24,32,6,16,12,1,2,5,24,0,9,9,1,0,0,7,54,8,14,17,23,61,8,1,4,7,5,7,8,41,27,4,24,23,2,83,0,19,33,0,17,7,58_percent,0.0141011846794
629,1,17,61,1,25,20,22,1,4,43,11,52,3,14,47,38,8,38,46,16,25,2,2,38,3,13,7,3,13,0,1,1,0,14,0,25,19,0,11,4,26,3,22,32,3,25,13,1,5,6,18,0,6,13,4,0,0,5,95,20,38,7,70,48,17,6,6,6,9,2,11,91,30,5,22,74,2,39,0,14,25,0,40,11,95_percent,0.0140778383471
630,2,4,19,6,23,1,16,1,2,52,12,18,7,32,28,11,8,11,2,1,32,1,4,4,5,5,4,14,23,8,7,6,0,3,0,3,8,0,8,14,10,6,3,7,2,2,7,0,25,17,6,4,5,6,0,0,0,1,41,16,2,18,12,53,12,18,4,0,3,15,2,29,22,5,14,20,3,37,0,10,19,0,18,8,security_measures,0.0140778383471
631,2,3,26,1,56,1,16,0,0,20,36,11,3,4,13,4,3,8,2,4,7,0,1,1,2,9,6,6,4,0,1,4,1,14,0,71,7,0,0,19,10,5,11,48,2,7,2,1,8,15,16,0,11,3,42,0,2,0,32,42,1,10,3,36,12,4,0,5,10,13,2,12,14,0,11,9,16,12,0,16,7,0,44,4,public_square,0.0140544920149
632,0,24,7,0,2,0,121,3,0,13,0,0,0,7,22,1,0,0,0,0,1,13,2,0,1,9,19,0,3,0,4,13,0,2,0,13,0,5,9,5,2,0,1,6,5,0,6,0,3,5,11,0,4,0,0,0,0,0,16,1,0,1,0,18,6,12,2,0,2,5,9,0,3,0,2,0,280,8,0,0,19,0,1,21,august_29_2016,0.0140544920149
633,0,12,62,2,24,1,46,142,1,78,20,1,4,21,122,10,1,57,0,3,0,95,7,0,6,8,24,27,8,2,5,12,0,0,0,6,1,121,106,2,4,102,7,20,5,14,159,5,0,2,11,7,3,11,4,0,27,0,57,3,2,27,11,17,6,8,165,0,109,10,136,99,10,9,11,1,10,20,0,7,17,0,20,20,bill_cosby,0.0140544920149
634,0,15,68,1,19,10,5,4,1,33,36,26,4,5,26,22,11,2,18,2,22,3,1,11,6,9,17,1,17,1,1,16,1,20,0,23,24,0,7,4,18,0,14,47,5,17,10,2,1,8,13,0,16,6,4,0,0,5,43,24,36,8,11,43,7,2,2,10,12,2,6,53,22,4,18,42,1,69,0,24,27,0,24,10,62_percent,0.0140544920149
635,0,4,9,0,2,2,10,1,0,90,6,16,1,12,24,4,0,13,0,0,25,0,4,1,4,4,12,0,5,0,2,1,0,4,0,0,15,1,0,5,16,25,2,5,8,0,4,37,1,7,20,4,8,11,1,0,0,0,7,2,1,8,1,136,61,6,4,2,1,3,1,14,9,0,11,3,6,48,0,4,59,0,6,14,presumptive_republican_nominee_donald,0.0140077993504
636,0,10,44,0,19,22,15,3,0,35,32,33,1,15,41,27,16,14,32,11,15,0,4,25,6,15,8,1,15,2,0,8,0,9,0,13,29,0,16,4,13,0,17,40,2,16,13,0,5,6,17,1,9,9,2,0,1,1,71,18,40,14,23,41,8,8,3,5,9,2,14,66,23,12,20,39,0,68,0,14,25,0,36,6,65_percent,0.0140077993504
637,0,3,6,7,30,1,35,0,4,81,5,4,8,24,21,1,0,7,5,0,6,0,4,0,11,16,7,4,7,0,1,1,0,1,0,0,9,0,0,5,15,7,0,10,2,2,2,0,7,1,8,2,8,3,7,0,3,0,7,7,4,15,5,84,5,15,1,0,4,3,1,13,13,0,2,1,5,28,0,2,64,0,47,19,temporary_ban,0.0140077993504
638,1,26,51,9,28,16,19,9,2,34,27,36,5,21,28,17,10,33,45,6,12,15,11,18,7,6,8,3,11,18,7,5,0,17,0,16,15,10,26,23,9,19,11,11,2,10,16,1,7,11,28,2,10,18,9,0,14,2,57,23,13,10,28,42,14,11,6,8,11,5,17,43,15,6,13,51,8,37,0,8,22,0,20,10,working_together,0.0140077993504
639,1,14,50,4,44,11,21,4,0,31,19,25,5,23,22,25,6,33,28,3,7,3,4,22,3,11,14,7,5,3,7,9,0,15,0,12,7,2,8,20,8,19,14,24,2,20,12,5,15,7,12,1,20,13,2,0,34,0,63,60,13,13,48,29,13,6,6,7,8,7,11,35,8,2,20,35,6,24,0,10,15,0,28,13,anywhere_else,0.0139844530181
640,4,3,27,2,19,9,13,1,3,31,8,37,4,13,14,19,10,27,16,4,43,3,2,5,3,15,4,3,12,22,9,9,1,18,0,7,11,8,8,11,9,12,7,18,3,13,2,2,4,9,7,2,14,9,3,0,3,1,38,16,16,17,23,52,11,9,4,4,4,4,6,29,28,12,12,24,6,73,0,13,18,0,24,16,coming_weeks,0.0139611066859
641,4,6,27,5,49,5,15,3,2,46,5,32,3,29,29,24,16,22,5,4,22,1,3,7,5,9,14,6,7,0,9,3,2,59,0,27,13,0,1,10,19,11,7,19,5,4,5,2,1,1,20,1,18,12,10,0,2,4,33,22,4,25,10,40,11,3,4,2,11,7,8,28,12,8,7,18,6,28,0,5,12,0,23,8,politically_motivated,0.0139377603536
642,0,15,47,1,34,17,26,1,3,46,6,33,4,52,20,21,1,5,4,6,4,0,4,1,3,19,12,8,11,2,7,6,0,9,0,20,18,0,8,8,86,13,18,23,6,4,5,3,5,9,24,0,25,20,5,0,9,0,43,16,6,23,11,45,13,7,3,12,3,3,21,28,13,9,16,31,6,52,0,9,23,0,23,7,news_coverage,0.0139377603536
643,0,21,26,2,26,21,30,10,1,51,1,23,11,43,35,28,12,21,0,8,10,5,15,5,8,28,24,3,9,0,7,23,0,7,0,12,13,6,11,45,2,1,1,8,2,6,19,5,5,11,14,2,5,29,2,0,0,1,51,31,22,14,4,34,14,8,13,24,6,17,8,80,7,13,14,5,10,2,0,4,18,0,31,20,drivers_license,0.0139377603536
644,5,62,36,2,6,5,17,4,0,41,16,16,6,32,27,12,8,13,38,1,20,17,4,21,6,3,10,46,6,1,8,23,0,67,0,33,11,10,33,64,9,62,11,9,2,6,24,4,9,10,11,3,3,10,1,0,4,1,42,19,82,5,20,22,16,4,31,8,11,5,35,49,4,13,16,36,5,17,0,4,11,0,7,14,raise_awareness,0.0139377603536
645,0,6,31,3,25,4,23,0,2,39,7,18,7,30,30,9,1,16,18,14,11,2,3,2,8,13,13,3,7,0,2,1,0,36,0,5,12,1,2,16,19,7,7,12,8,9,4,3,1,7,22,0,26,4,10,0,14,0,15,22,0,13,1,41,11,8,5,3,4,10,2,11,37,8,13,13,11,39,0,11,19,0,16,22,like_hillary_clinton,0.0139144140214
646,0,3,21,0,0,10,1,0,0,1,556,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1197,0,0,0,2,0,0,0,0,0,0,0,28,0,9,0,0,2,0,0,0,1,2,0,0,0,3,54,0,0,972,0,2,1,0,942,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rights_reserved,0.0139144140214
647,3,4,29,2,58,9,9,7,1,73,7,95,10,16,25,5,10,34,16,3,15,0,1,5,5,5,5,1,12,6,3,2,0,7,0,14,8,0,0,36,2,11,7,16,2,19,1,0,61,6,4,0,2,11,2,0,0,0,26,18,19,8,4,64,9,6,1,4,1,3,0,15,8,1,27,40,3,7,0,5,15,0,41,4,across_europe,0.0139144140214
648,0,49,54,2,44,25,27,12,5,42,23,22,9,25,27,29,6,29,20,8,7,6,10,14,7,1,10,11,12,3,4,20,0,14,0,14,14,2,13,59,4,17,10,9,6,18,9,3,23,12,6,5,4,22,1,0,9,1,89,25,17,18,28,36,19,3,7,9,20,9,15,26,7,7,18,35,4,11,0,6,20,0,23,2,small_town,0.0138677213569
649,0,2,0,0,2,0,65,0,6,10,0,20,0,9,30,9,0,0,0,1,2,15,4,1,0,14,9,0,13,1,0,3,0,0,0,15,0,4,10,5,0,2,2,0,1,0,6,0,11,2,2,0,2,10,0,0,0,0,12,1,0,0,1,23,24,25,4,1,15,7,10,0,4,0,14,0,268,0,0,0,28,0,0,28,august_16_2016,0.0138677213569
650,3,13,22,5,7,0,30,6,0,43,6,14,3,46,20,10,1,8,1,1,2,36,6,0,6,4,11,13,2,0,3,3,0,100,0,58,4,4,9,66,1,8,8,4,4,1,54,2,15,5,1,1,3,9,4,0,0,0,16,16,4,16,23,12,12,16,8,2,4,8,68,17,4,5,8,7,3,7,0,1,34,0,13,8,local_hospital,0.0138677213569
651,0,6,24,2,14,7,15,2,2,27,0,14,5,54,77,10,8,38,2,3,11,17,2,9,5,17,11,3,10,0,7,1,0,16,0,6,7,4,15,118,2,0,1,23,0,17,5,1,2,6,7,0,20,14,1,0,0,4,48,16,10,12,1,33,6,2,5,2,4,9,12,10,11,4,5,2,1,0,0,6,15,0,12,28,theres_no_doubt,0.0138677213569
652,0,2,23,1,50,4,20,2,0,43,2,17,0,22,16,15,2,55,0,2,10,5,6,0,2,22,6,2,10,5,21,3,0,31,0,6,23,3,4,3,21,8,21,26,9,2,26,5,1,5,19,3,3,15,0,0,4,0,17,20,0,25,6,56,15,3,6,11,11,5,17,12,15,1,7,14,16,64,0,1,12,0,26,11,special_prosecutor,0.0138210286924
653,0,0,1,1,2,0,105,3,16,12,0,2,0,12,30,2,0,0,0,0,3,7,1,0,0,18,2,0,1,0,5,0,0,0,0,18,0,0,2,3,0,1,0,0,1,2,8,6,8,3,8,0,8,0,0,0,0,0,0,2,0,6,0,20,20,17,1,1,35,3,12,1,8,0,4,1,223,4,0,0,28,0,0,36,august_19_2016,0.0138210286924
654,0,4,52,2,29,25,32,0,0,33,1,94,4,35,42,20,52,40,0,2,14,3,5,9,18,8,23,7,4,5,4,0,0,0,0,0,6,0,1,17,18,18,6,22,3,3,5,1,0,33,19,0,8,13,0,0,2,0,17,0,20,2,18,25,11,7,2,24,4,7,2,85,20,11,34,37,23,33,0,11,16,0,1,52,15_an_hour,0.0138210286924
655,2,0,1,0,15,0,13,0,1,26,0,0,8,4,179,5,0,2,2,0,63,0,7,0,2,15,1,5,4,0,29,1,0,4,0,0,10,0,1,3,51,2,11,3,7,1,3,3,2,6,4,1,8,4,0,0,5,0,12,3,0,7,3,41,2,1,1,0,1,12,4,1,10,1,6,3,5,49,0,8,14,0,7,18,personal_email_account,0.0137976823601
656,0,7,11,0,14,4,3,11,1,21,15,5,3,5,29,6,1,7,7,0,3,13,1,2,2,1,1,1,1,5,2,7,0,103,0,227,5,5,5,7,7,5,3,27,0,7,12,2,27,4,1,0,3,0,1,0,1,0,38,3,6,13,13,10,12,0,6,2,2,13,3,10,5,0,9,6,4,11,0,2,8,0,10,2,notre_dame,0.0137976823601
657,0,0,29,0,8,9,6,2,0,10,16,35,3,2,7,26,4,10,8,0,10,0,1,6,1,2,2,0,28,359,5,0,0,2,0,3,4,0,0,0,2,0,3,3,0,7,0,1,2,2,1,0,5,2,0,0,0,0,25,27,4,6,41,23,4,2,0,4,2,1,2,3,2,9,19,37,2,30,0,7,4,0,5,1,morgan_stanley,0.0137976823601
658,0,1,9,6,58,1,30,0,0,52,4,1,3,59,16,10,1,0,0,11,3,0,7,0,11,0,29,14,7,0,6,2,0,0,0,1,13,0,0,25,111,4,8,11,0,4,2,4,1,9,6,0,10,6,9,0,10,0,10,21,0,14,3,34,15,1,2,6,11,17,4,43,14,13,1,0,3,10,0,3,33,0,28,54,gun-free_zones,0.0137743360279
659,1,6,48,5,40,10,19,3,2,14,18,38,4,25,44,20,7,8,17,15,8,8,5,15,10,19,21,12,13,14,3,4,0,19,0,20,8,6,23,47,12,31,13,18,1,22,3,1,5,13,13,0,16,11,9,0,16,1,104,27,15,15,25,28,10,1,5,5,9,7,10,38,7,12,15,47,10,17,0,8,13,0,19,18,much_longer,0.0137509896956
660,0,8,21,4,3,6,144,1,4,32,6,11,9,16,24,137,7,29,10,7,6,0,1,15,7,6,28,2,5,0,7,14,0,22,0,13,11,0,0,4,17,7,23,11,4,9,2,6,1,2,31,6,16,34,3,0,3,4,25,9,1,16,410,37,17,11,1,6,18,14,5,35,14,25,5,22,21,41,0,6,28,0,7,12,rick_scott,0.0137509896956
